Episode,Total Reward,Epsilon
1,5055,0.995
2,4158,0.990025
3,2136,0.985074875
4,2816,0.9801495006250001
5,2929,0.9752487531218751
6,4670,0.9703725093562657
7,4357,0.9655206468094844
8,4482,0.960693043575437
9,9487,0.9558895783575597
10,931,0.9511101304657719
11,1842,0.946354579813443
12,4966,0.9416228069143757
13,4247,0.9369146928798039
14,6366,0.9322301194154049
15,5540,0.9275689688183278
16,11403,0.9229311239742362
17,3726,0.918316468354365
18,1415,0.9137248860125932
19,2115,0.9091562615825302
20,7079,0.9046104802746175
21,6812,0.9000874278732445
22,6619,0.8955869907338783
23,4481,0.8911090557802088
24,12310,0.8866535105013078
25,8368,0.8822202429488013
26,4252,0.8778091417340573
27,2611,0.8734200960253871
28,10637,0.8690529955452602
29,2726,0.8647077305675338
30,4039,0.8603841919146962
31,1490,0.8560822709551227
32,12204,0.851801859600347
33,6912,0.8475428503023453
34,8140,0.8433051360508336
35,11039,0.8390886103705794
36,11064,0.8348931673187264
37,4363,0.8307187014821328
38,10596,0.8265651079747222
39,7768,0.8224322824348486
40,3913,0.8183201210226743
41,7867,0.8142285204175609
42,4085,0.810157377815473
43,5856,0.8061065909263957
44,8123,0.8020760579717637
45,5566,0.798065677681905
46,13335,0.7940753492934954
47,26231,0.7901049725470279
48,20244,0.7861544476842928
49,20162,0.7822236754458713
50,36101,0.778312557068642
51,5578,0.7744209942832988
52,42818,0.7705488893118823
53,9791,0.7666961448653229
54,17574,0.7628626641409962
55,8129,0.7590483508202912
56,9578,0.7552531090661897
57,12684,0.7514768435208588
58,31374,0.7477194593032545
59,4766,0.7439808620067382
60,8454,0.7402609576967045
61,4753,0.736559652908221
62,12864,0.7328768546436799
63,14770,0.7292124703704616
64,13240,0.7255664080186093
65,11506,0.7219385759785162
66,4831,0.7183288830986236
67,1356,0.7147372386831305
68,9336,0.7111635524897149
69,9109,0.7076077347272662
70,5227,0.7040696960536299
71,6535,0.7005493475733617
72,1380,0.697046600835495
73,20632,0.6935613678313175
74,15147,0.6900935609921609
75,11362,0.6866430931872001
76,11670,0.6832098777212641
77,26219,0.6797938283326578
78,37613,0.6763948591909945
79,3611,0.6730128848950395
80,62791,0.6696478204705644
81,25534,0.6662995813682115
82,13352,0.6629680834613705
83,9209,0.6596532430440636
84,18857,0.6563549768288433
85,6571,0.653073201944699
86,8774,0.6498078359349755
87,40848,0.6465587967553006
88,14651,0.6433260027715241
89,20543,0.6401093727576664
90,36454,0.6369088258938781
91,4123,0.6337242817644086
92,9109,0.6305556603555866
93,25364,0.6274028820538087
94,6309,0.6242658676435396
95,5646,0.6211445383053219
96,4266,0.6180388156137953
97,9478,0.6149486215357263
98,24384,0.6118738784280476
99,8836,0.6088145090359074
100,17497,0.6057704364907278
101,6924,0.6027415843082742
102,7692,0.5997278763867329
103,23740,0.5967292370047992
104,13872,0.5937455908197752
105,23423,0.5907768628656763
106,20282,0.5878229785513479
107,20160,0.5848838636585911
108,25077,0.5819594443402982
109,70077,0.5790496471185967
110,8330,0.5761543988830038
111,14074,0.5732736268885887
112,10457,0.5704072587541458
113,50305,0.567555222460375
114,8878,0.5647174463480732
115,31313,0.5618938591163328
116,4092,0.5590843898207511
117,47461,0.5562889678716474
118,6146,0.5535075230322891
119,10597,0.5507399854171277
120,52393,0.547986285490042
121,9542,0.5452463540625918
122,36367,0.5425201222922789
123,13454,0.5398075216808175
124,16783,0.5371084840724134
125,10469,0.5344229416520513
126,8558,0.531750826943791
127,12027,0.5290920728090721
128,47331,0.5264466124450268
129,39269,0.5238143793828016
130,8754,0.5211953074858876
131,5381,0.5185893309484582
132,9003,0.5159963842937159
133,19977,0.5134164023722473
134,20558,0.510849320360386
135,74308,0.5082950737585841
136,22809,0.5057535983897912
137,4643,0.5032248303978422
138,26562,0.500708706245853
139,16981,0.4982051627146237
140,39194,0.49571413690105054
141,22399,0.4932355662165453
142,38210,0.4907693883854626
143,4074,0.4883155414435353
144,39188,0.4858739637363176
145,24534,0.483444593917636
146,6265,0.4810273709480478
147,12623,0.47862223409330756
148,4481,0.47622912292284103
149,1948,0.4738479773082268
150,29332,0.47147873742168567
151,5719,0.46912134373457726
152,18534,0.46677573701590436
153,46173,0.46444185833082485
154,5991,0.46211964903917074
155,50116,0.4598090507939749
156,60403,0.457510005540005
157,29473,0.45522245551230495
158,25228,0.4529463432347434
159,13520,0.4506816115185697
160,1357,0.4484282034609769
161,10516,0.446186062443672
162,86599,0.4439551321314536
163,97663,0.4417353564707963
164,91613,0.43952667968844233
165,42106,0.43732904629000013
166,36553,0.4351424010585501
167,2725,0.43296668905325736
168,49895,0.43080185560799106
169,212291,0.4286478463299511
170,14508,0.42650460709830135
171,32492,0.42437208406280985
172,24157,0.4222502236424958
173,15519,0.42013897252428334
174,127674,0.4180382776616619
175,153683,0.4159480862733536
176,14284,0.41386834584198684
177,117065,0.4117990041127769
178,72836,0.40974000909221303
179,46682,0.40769130904675194
180,230725,0.40565285250151817
181,39535,0.4036245882390106
182,20765,0.4016064652978155
183,23544,0.3995984329713264
184,117601,0.3976004408064698
185,31658,0.39561243860243744
186,14823,0.3936343764094253
187,11840,0.39166620452737816
188,20907,0.3897078735047413
189,62881,0.3877593341372176
190,76909,0.3858205374665315
191,1852,0.38389143477919885
192,31644,0.3819719776053028
193,33078,0.3800621177172763
194,84483,0.37816180712868996
195,48502,0.37627099809304654
196,74889,0.3743896431025813
197,62227,0.37251769488706843
198,29919,0.3706551064126331
199,2152,0.36880183088056995
200,9219,0.3669578217261671
