Episode,Total Reward,Epsilon
111,4109,0.5732736268885887
112,316,0.5704072587541458
113,11144,0.567555222460375
114,4147,0.5647174463480732
115,5447,0.5618938591163328
116,11267,0.5590843898207511
117,3272,0.5562889678716474
118,19166,0.5535075230322891
119,7857,0.5507399854171277
120,8063,0.547986285490042
121,5833,0.5452463540625918
122,5047,0.5425201222922789
123,8240,0.5398075216808175
124,15896,0.5371084840724134
125,7110,0.5344229416520513
126,973,0.531750826943791
127,15752,0.5290920728090721
128,1749,0.5264466124450268
129,22456,0.5238143793828016
130,12326,0.5211953074858876
131,11118,0.5185893309484582
132,17964,0.5159963842937159
133,23894,0.5134164023722473
134,1163,0.510849320360386
135,12956,0.5082950737585841
136,7153,0.5057535983897912
137,32345,0.5032248303978422
138,34696,0.500708706245853
139,4635,0.4982051627146237
140,24033,0.49571413690105054
141,24803,0.4932355662165453
142,18326,0.4907693883854626
143,32173,0.4883155414435353
144,10458,0.4858739637363176
145,83204,0.483444593917636
146,24334,0.4810273709480478
147,108540,0.47862223409330756
148,15631,0.47622912292284103
149,38049,0.4738479773082268
150,11396,0.47147873742168567
151,10517,0.46912134373457726
152,1143,0.46677573701590436
153,12588,0.46444185833082485
154,51266,0.46211964903917074
155,56570,0.4598090507939749
156,5161,0.457510005540005
157,32242,0.45522245551230495
158,9261,0.4529463432347434
159,65347,0.4506816115185697
160,57972,0.4484282034609769
161,15140,0.446186062443672
162,48930,0.4439551321314536
163,40470,0.4417353564707963
164,32019,0.43952667968844233
165,4276,0.43732904629000013
166,29647,0.4351424010585501
167,6622,0.43296668905325736
168,18231,0.43080185560799106
169,3358,0.4286478463299511
170,37454,0.42650460709830135
171,3198,0.42437208406280985
172,21582,0.4222502236424958
173,46868,0.42013897252428334
174,22075,0.4180382776616619
175,12463,0.4159480862733536
176,16486,0.41386834584198684
177,5992,0.4117990041127769
178,10415,0.40974000909221303
179,24252,0.40769130904675194
180,29413,0.40565285250151817
181,2176,0.4036245882390106
182,5843,0.4016064652978155
183,14696,0.3995984329713264
184,10929,0.3976004408064698
185,14120,0.39561243860243744
186,6790,0.3936343764094253
187,6922,0.39166620452737816
188,13848,0.3897078735047413
189,13241,0.3877593341372176
190,22439,0.3858205374665315
191,15368,0.38389143477919885
192,46423,0.3819719776053028
193,46398,0.3800621177172763
194,23247,0.37816180712868996
195,48739,0.37627099809304654
196,78931,0.3743896431025813
197,24014,0.37251769488706843
198,75027,0.3706551064126331
199,14879,0.36880183088056995
200,4099,0.3669578217261671
201,3301,0.36512303261753626
202,55519,0.3632974174544486
203,35978,0.3614809303671764
204,11451,0.3596735257153405
205,9152,0.3578751580867638
206,32348,0.35608578229633
207,12044,0.3543053533848483
208,12961,0.35253382661792404
209,10482,0.3507711574848344
210,15688,0.34901730169741024
211,7720,0.3472722151889232
212,9756,0.3455358541129786
213,4206,0.3438081748424137
214,12405,0.3420891339682016
215,4279,0.3403786882983606
216,74677,0.3386767948568688
217,5173,0.33698341088258443
218,19626,0.3352984938281715
219,13421,0.33362200135903064
220,21797,0.33195389135223546
221,4137,0.3302941218954743
222,8092,0.32864265128599696
223,6857,0.326999438029567
224,8706,0.3253644408394192
225,12679,0.3237376186352221
226,5896,0.322118930542046
227,15221,0.32050833588933575
228,5455,0.31890579420988907
229,58923,0.3173112652388396
230,13397,0.3157247089126454
231,4446,0.3141460853680822
232,47666,0.3125753549412418
233,37662,0.31101247816653554
234,17777,0.30945741577570285
235,4971,0.3079101286968243
236,36240,0.3063705780533402
237,61418,0.30483872516307353
238,18652,0.3033145315372582
239,57648,0.3017979588795719
240,31757,0.30028896908517405
241,7005,0.2987875242397482
242,55009,0.29729358661854943
243,34451,0.29580711868545667
244,79397,0.2943280830920294
245,24936,0.29285644267656924
246,26970,0.2913921604631864
247,1936,0.28993519966087045
248,20418,0.2884855236625661
249,12042,0.28704309604425327
250,21285,0.285607880564032
251,9055,0.28417984116121187
252,35940,0.2827589419554058
253,50296,0.28134514724562876
254,31554,0.2799384215094006
255,20773,0.27853872940185365
256,14640,0.27714603575484437
257,6297,0.2757603055760701
258,2693,0.2743815040481898
259,4474,0.2730095965279488
260,10159,0.27164454854530906
261,25148,0.2702863258025825
262,63914,0.2689348941735696
263,17937,0.26759021970270175
264,90868,0.2662522686041882
265,12347,0.2649210072611673
266,78948,0.26359640222486147
267,48235,0.26227842021373715
268,5645,0.2609670281126685
269,15720,0.25966219297210513
270,18851,0.2583638820072446
271,10146,0.2570720625972084
272,48566,0.25578670228422234
273,29444,0.25450776877280124
274,17506,0.2532352299289372
275,67726,0.2519690537792925
276,33355,0.2507092085103961
277,18264,0.2494556624678441
278,16474,0.24820838415550486
279,79486,0.24696734223472733
280,46756,0.2457325055235537
281,17690,0.24450384299593592
282,39057,0.24328132378095624
283,20647,0.24206491716205145
284,59601,0.2408545925762412
285,55699,0.23965031961336
286,85016,0.2384520680152932
287,70182,0.23725980767521673
288,100614,0.23607350863684065
289,38097,0.23489314109365644
290,84141,0.23371867538818816
291,43532,0.23255008201124722
292,13310,0.231387331601191
293,8679,0.23023039494318503
294,13583,0.2290792429684691
295,46485,0.22793384675362674
296,2294,0.22679417751985861
297,3357,0.22566020663225933
298,3900,0.22453190559909803
299,4576,0.22340924607110255
300,3982,0.22229219984074702
301,4282,0.2211807388415433
302,82767,0.22007483514733558
303,72450,0.2189744609715989
304,133441,0.2178795886667409
305,86900,0.2167901907234072
306,6294,0.21570623976979014
307,23212,0.21462770857094118
308,110568,0.21355457002808648
309,16337,0.21248679717794605
310,22145,0.21142436319205632
311,94117,0.21036724137609603
312,2522,0.20931540516921554
313,29675,0.20826882814336947
314,37,0.20722748400265262
315,7177,0.20619134658263935
316,8495,0.20516038984972615
317,27944,0.2041345879004775
318,17974,0.2031139149609751
319,4652,0.20209834538617025
320,14112,0.2010878536592394
321,20967,0.2000824143909432
322,184519,0.19908200231898848
323,65252,0.19808659230739353
324,78928,0.19709615934585656
325,13391,0.19611067854912728
326,50984,0.19513012515638165
327,36401,0.19415447453059972
328,68245,0.19318370215794672
329,104294,0.192217783647157
330,82095,0.1912566947289212
331,5975,0.1903004112552766
332,36582,0.18934890919900021
333,50680,0.18840216465300522
334,8036,0.18746015382974018
335,110090,0.1865228530605915
336,41348,0.18559023879528855
337,149564,0.1846622876013121
338,63543,0.18373897616330553
339,6196,0.182820281282489
340,44979,0.18190617987607657
341,19680,0.18099664897669618
342,511,0.1800916657318127
343,8804,0.17919120740315364
344,11594,0.17829525136613786
345,4232,0.17740377510930716
346,12965,0.17651675623376062
347,7070,0.1756341724525918
348,17245,0.17475600159032884
349,64504,0.17388222158237718
350,86115,0.1730128104744653
351,9530,0.17214774642209296
352,42786,0.1712870076899825
353,6855,0.17043057265153258
354,49645,0.16957841978827493
355,26627,0.16873052768933355
356,24083,0.1678868750508869
357,46944,0.16704744067563246
358,20080,0.1662122034722543
359,87384,0.16538114245489302
360,73650,0.16455423674261854
361,8579,0.16373146555890544
362,14245,0.16291280823111093
363,3524,0.16209824418995536
364,18822,0.16128775296900558
365,35015,0.16048131420416054
366,21528,0.15967890763313974
367,5189,0.15888051309497406
368,5444,0.1580861105294992
369,8354,0.1572956799768517
370,30993,0.15650920157696743
371,10429,0.1557266555690826
372,5960,0.1549480222912372
373,11844,0.15417328217978102
374,4533,0.1534024157688821
375,4417,0.1526354036900377
376,4631,0.1518722266715875
377,66325,0.15111286553822956
378,1742,0.15035730121053842
379,9898,0.14960551470448571
380,60811,0.14885748713096328
381,25458,0.14811319969530845
382,4998,0.1473726336968319
383,17655,0.14663577052834775
384,14816,0.14590259167570602
385,9287,0.1451730787173275
386,8304,0.14444721332374086
387,40706,0.14372497725712216
388,46957,0.14300635237083656
389,8764,0.14229132060898236
390,13455,0.14157986400593744
391,1545,0.14087196468590776
392,42706,0.14016760486247823
393,24105,0.13946676683816583
394,7585,0.138769433003975
395,5343,0.13807558583895513
396,51642,0.13738520790976036
397,35793,0.13669828187021155
398,26087,0.13601479046086049
399,10263,0.1353347165085562
400,6226,0.1346580429260134
401,11731,0.13398475271138335
402,5034,0.13331482894782642
403,7936,0.13264825480308728
404,7127,0.13198501352907185
405,3278,0.1313250884614265
406,8732,0.13066846301911936
407,13187,0.13001512070402377
408,25668,0.12936504510050365
409,13993,0.12871821987500112
410,6264,0.12807462877562611
411,8637,0.12743425563174798
412,2222,0.12679708435358925
413,3535,0.1261630989318213
414,6217,0.1255322834371622
415,11163,0.12490462201997637
416,29761,0.1242800989098765
417,5152,0.12365869841532712
418,13853,0.12304040492325048
419,14744,0.12242520289863423
420,5272,0.12181307688414106
421,5118,0.12120401149972035
422,9228,0.12059799144222175
423,1028,0.11999500148501063
424,724,0.11939502647758558
425,27904,0.11879805134519765
426,3700,0.11820406108847166
427,876,0.1176130407830293
428,4054,0.11702497557911415
429,2338,0.11643985070121858
430,3250,0.11585765144771248
431,5488,0.11527836319047392
432,9674,0.11470197137452155
433,3592,0.11412846151764894
434,4568,0.1135578192100607
435,5454,0.11299003011401039
436,6924,0.11242507996344034
437,12020,0.11186295456362313
438,4131,0.11130363979080501
439,21345,0.11074712159185099
440,16443,0.11019338598389174
441,8585,0.10964241905397228
442,5372,0.10909420695870241
443,26457,0.1085487359239089
444,21721,0.10800599224428936
445,23787,0.10746596228306791
446,16209,0.10692863247165257
447,20367,0.1063939893092943
448,24929,0.10586201936274783
449,16439,0.10533270926593409
450,5375,0.10480604571960442
451,9457,0.1042820154910064
452,31438,0.10376060541355137
453,17990,0.1032418023864836
454,26323,0.10272559337455119
455,7688,0.10221196540767843
456,25752,0.10170090558064004
457,7514,0.10119240105273684
458,4876,0.10068643904747315
459,3872,0.10018300685223579
460,7101,0.0996820918179746
461,-94,0.09918368135888474
462,3906,0.09868776295209031
463,29823,0.09819432413732986
464,9737,0.09770335251664321
465,23252,0.09721483575406
466,20192,0.09672876157528969
467,23551,0.09624511776741324
468,15979,0.09576389217857617
469,10795,0.09528507271768329
470,12540,0.09480864735409487
471,6840,0.0943346041173244
472,9444,0.09386293109673778
473,11199,0.09339361644125409
474,10438,0.09292664835904782
475,8541,0.09246201511725258
476,3658,0.09199970504166631
477,2691,0.09153970651645797
478,4897,0.09108200798387568
479,3392,0.0906265979439563
480,8013,0.09017346495423652
481,5497,0.08972259762946533
482,6360,0.089273984641318
483,10936,0.0888276147181114
484,32364,0.08838347664452084
485,7173,0.08794155926129824
486,20972,0.08750185146499175
487,26826,0.08706434220766679
488,40696,0.08662902049662846
489,21483,0.08619587539414532
490,4513,0.08576489601717459
491,7084,0.08533607153708872
492,9313,0.08490939117940327
493,12592,0.08448484422350626
494,20445,0.08406242000238873
495,31770,0.08364210790237678
496,41329,0.0832238973628649
497,11508,0.08280777787605056
498,21075,0.08239373898667031
499,30007,0.08198177029173696
500,10489,0.08157186144027828
501,5327,0.0811640021330769
502,5052,0.08075818212241151
503,12933,0.08035439121179945
504,8562,0.07995261925574046
505,8654,0.07955285615946175
506,14559,0.07915509187866444
507,11887,0.07875931641927113
508,11483,0.07836551983717477
509,69439,0.07797369223798889
510,8023,0.07758382377679894
511,7887,0.07719590465791494
512,3224,0.07680992513462537
513,12391,0.07642587550895225
514,56926,0.07604374613140748
515,53358,0.07566352740075044
516,25480,0.07528520976374668
517,7842,0.07490878371492794
518,12257,0.0745342397963533
519,17936,0.07416156859737154
520,21811,0.07379076075438468
521,10529,0.07342180695061275
522,29461,0.07305469791585968
523,13969,0.07268942442628039
524,7274,0.07232597730414898
525,7187,0.07196434741762824
526,12253,0.0716045256805401
527,19680,0.0712465030521374
528,10338,0.0708902705368767
529,53786,0.07053581918419231
530,17238,0.07018314008827135
531,7028,0.06983222438783
532,4179,0.06948306326589085
533,5207,0.0691356479495614
534,20943,0.06878996970981359
535,21266,0.06844601986126451
536,4166,0.06810378976195819
537,7087,0.0677632708131484
538,6761,0.06742445445908266
539,13362,0.06708733218678724
540,2814,0.0667518955258533
541,17005,0.06641813604822402
542,14366,0.0660860453679829
543,14313,0.06575561514114299
544,42199,0.06542683706543727
545,50555,0.06509970288011008
546,20345,0.06477420436570952
547,40865,0.06445033334388098
548,32273,0.06412808167716157
549,3163,0.06380744126877576
550,16647,0.06348840406243188
551,14311,0.06317096204211972
552,2018,0.06285510723190912
553,10563,0.06254083169574957
554,8967,0.062228127537270826
555,721,0.06191698689958447
556,24064,0.061607401965086545
557,3651,0.06129936495526111
558,62227,0.0609928681304848
559,53030,0.060687903789832374
560,3022,0.06038446427088321
561,5438,0.06008254194952879
562,20383,0.05978212923978115
563,29609,0.05948321859358224
564,31960,0.05918580250061433
565,40815,0.058889873488111255
566,9950,0.058595424120670696
567,8251,0.05830244700006734
568,8025,0.058010934765067
569,3919,0.05772088009124167
570,3766,0.05743227569078546
571,1967,0.05714511431233153
572,3479,0.05685938874076987
573,18364,0.056575091797066025
574,7486,0.056292216338080694
575,4497,0.05601075525639029
576,37395,0.05573070148010834
577,21947,0.0554520479727078
578,34283,0.05517478773284426
579,9087,0.05489891379418004
580,6023,0.05462441922520914
581,1094,0.0543512971290831
582,7432,0.05407954064343768
583,13882,0.05380914294022049
584,10807,0.05354009722551939
585,24379,0.05327239673939179
586,3306,0.053006034755694834
587,3617,0.052741004581916356
588,500,0.052477299559006776
589,10083,0.052214913061211746
590,3387,0.05195383849590569
591,5629,0.05169406930342616
592,10573,0.05143559895690903
593,22984,0.051178420962124486
594,14163,0.05092252885731386
595,11782,0.05066791621302729
596,3805,0.05041457663196215
597,22680,0.050162503748802344
598,3733,0.049911691230058335
599,4487,0.04966213277390804
600,3642,0.0494138221100385
601,4552,0.04916675299948831
602,9132,0.04892091923449087
603,4316,0.04867631463831842
604,515,0.048432933065126825
605,2288,0.048190768399801194
606,7585,0.04794981455780219
607,3065,0.04771006548501318
608,2506,0.047471515157588115
609,2041,0.047234157581800176
610,5572,0.046997986793891174
611,11813,0.04676299685992172
612,15676,0.04652918187562211
613,27395,0.046296535966244
614,10293,0.046065053286412784
615,45517,0.04583472801998072
616,10800,0.045605554379880814
617,1853,0.04537752660798141
618,1385,0.0451506389749415
619,718,0.044924885780066794
620,1846,0.04470026135116646
621,1568,0.04447676004441063
622,8631,0.04425437624418858
623,8591,0.04403310436296763
624,30187,0.043812938841152796
625,15556,0.04359387414694703
626,6586,0.043375904776212296
627,10360,0.043159025252331236
628,23165,0.04294323012606958
629,17055,0.04272851397543923
630,13846,0.04251487140556204
631,2471,0.04230229704853423
632,13305,0.04209078556329156
633,11274,0.0418803316354751
634,11917,0.041670929977297724
635,5055,0.04146257532741124
636,16449,0.04125526245077418
637,7856,0.04104898613852031
638,5547,0.04084374120782771
639,5478,0.04063952250178857
640,4868,0.04043632488927963
641,3867,0.04023414326483323
642,7278,0.040032972548509065
643,18811,0.03983280768576652
644,8929,0.03963364364733769
645,12358,0.039435475429100995
646,12601,0.03923829805195549
647,10792,0.03904210656169572
648,13703,0.03884689602888724
649,6688,0.0386526615487428
650,4746,0.03845939824099909
651,6100,0.03826710124979409
652,2905,0.038075765743545126
653,1291,0.0378853869148274
654,1571,0.03769595998025326
655,7922,0.03750748018035199
656,11698,0.037319942779450235
657,8657,0.037133343065552986
658,31565,0.03694767635022522
659,3679,0.036762937968474095
660,9034,0.03657912327863173
661,2453,0.036396227662238566
662,4338,0.03621424652392737
663,45500,0.036033175291307735
664,8113,0.03585300941485119
665,2254,0.035673744367776934
666,2091,0.03549537564593805
667,4945,0.035317898767708356
668,1878,0.03514130927386981
669,1527,0.03496560272750046
670,3134,0.03479077471386296
671,1520,0.03461682084029365
672,4097,0.034443736736092176
673,4097,0.034271518052411715
674,2249,0.034100160462149656
675,4402,0.03392965965983891
676,13042,0.033760011361539714
677,4463,0.03359121130473201
678,4431,0.033423255248208356
679,30054,0.03325613897196732
680,1374,0.03308985827710748
681,2742,0.032924408985721944
682,4481,0.03275978694079333
683,4150,0.032595988006089364
684,13670,0.032433008066058915
685,6124,0.03227084302572862
686,4417,0.032109488810599975
687,3995,0.031948941366546975
688,3962,0.03178919665971424
689,1419,0.03163025067641567
690,974,0.03147209942303359
691,1258,0.03131473892591842
692,3766,0.031158165231288826
693,17863,0.03100237440513238
694,13022,0.030847362533106718
695,5130,0.030693125720441184
696,10698,0.030539660091838977
697,6143,0.03038696179137978
698,22404,0.030235026982422884
699,2524,0.030083851847510768
700,6114,0.029933432588273214
701,6987,0.029783765425331846
702,4518,0.029634846598205186
703,45047,0.02948667236521416
704,27775,0.029339239003388088
705,2204,0.029192542808371146
706,14482,0.02904658009432929
707,10973,0.028901347193857643
708,35667,0.028756840457888354
709,19794,0.02861305625559891
710,14978,0.028469990974320916
711,8878,0.02832764101944931
712,16625,0.028186002814352063
713,6981,0.0280450728002803
714,5011,0.0279048474362789
715,11268,0.027765323199097504
716,10937,0.027626496583102015
717,69989,0.027488364100186506
718,36188,0.027350922279685573
719,7026,0.027214167668287145
720,4094,0.02707809682994571
721,3505,0.02694270634579598
722,8919,0.026807992814067
723,5330,0.026673952849996664
724,18855,0.02654058308574668
725,20558,0.026407880170317945
726,12768,0.026275840769466357
727,9745,0.026144461565619025
728,9530,0.02601373925779093
729,18914,0.025883670561501974
730,29326,0.025754252208694463
731,3057,0.02562548094765099
732,3400,0.025497353542912736
733,1935,0.02536986677519817
734,19052,0.02524301744132218
735,49738,0.025116802354115567
736,7501,0.024991218342344988
737,35913,0.024866262250633264
738,18939,0.024741930939380097
739,4504,0.024618221284683196
740,18383,0.02449513017825978
741,3711,0.02437265452736848
742,7493,0.024250791254731636
743,15529,0.024129537298457977
744,14569,0.024008889611965685
745,9442,0.023888845163905856
746,15867,0.023769400938086327
747,10971,0.023650553933395897
748,2880,0.023532301163728918
749,20688,0.023414639657910272
750,25251,0.023297566459620722
751,15938,0.023181078627322618
752,11652,0.023065173234186005
753,15680,0.022949847368015076
754,30673,0.022835098131175
755,10435,0.022720922640519125
756,18502,0.02260731802731653
757,11581,0.022494281437179946
758,16412,0.022381810029994047
759,11730,0.022269900979844076
760,39062,0.022158551474944856
761,17490,0.022047758717570132
762,12683,0.021937519923982282
763,29591,0.021827832324362372
764,45909,0.02171869316274056
765,16085,0.021610099696926857
766,15020,0.021502049198442223
767,19725,0.021394538952450012
768,8847,0.02128756625768776
769,24048,0.021181128426399323
770,16303,0.021075222784267326
771,6182,0.020969846670345987
772,57543,0.020864997436994256
773,13006,0.020760672449809284
774,33467,0.020656869087560238
775,194182,0.020553584742122436
776,6560,0.020450816818411825
777,10439,0.020348562734319765
778,85411,0.020246819920648168
779,107257,0.020145585821044927
780,14750,0.020044857891939702
781,20397,0.019944633602480003
782,18336,0.019844910434467605
783,37166,0.019745685882295267
784,32389,0.01964695745288379
785,24230,0.01954872266561937
786,22652,0.019450979052291272
787,61758,0.019353724157029815
788,39267,0.019256955536244666
789,18722,0.019160670758563442
790,42569,0.019064867404770626
791,35413,0.018969543067746772
792,44304,0.018874695352408037
793,24550,0.018780321875645996
794,26443,0.018686420266267767
795,18265,0.018592988164936427
796,25512,0.018500023224111744
797,10338,0.018407523107991184
798,12468,0.01831548549245123
799,71824,0.018223908064988973
800,74469,0.018132788524664028
801,4751,0.018042124582040707
802,40681,0.017951913959130504
803,7540,0.01786215438933485
804,21583,0.017772843617388175
805,7405,0.017683979399301233
806,54624,0.017595559502304726
807,47827,0.0175075817047932
808,18070,0.017420043796269234
809,56532,0.017332943577287888
810,43247,0.01724627885940145
811,2028,0.017160047465104442
812,10662,0.01707424722777892
813,19518,0.016988875991640028
814,3087,0.016903931611681827
815,7853,0.01681941195362342
816,5285,0.016735314893855303
817,7965,0.016651638319386028
818,33068,0.0165683801277891
819,28496,0.016485538227150154
820,18953,0.0164031105360144
821,16986,0.01632109498333433
822,28471,0.016239489508417658
823,28324,0.01615829206087557
824,16571,0.01607750060057119
825,12210,0.015997113097568336
826,10050,0.015917127532080494
827,23138,0.01583754189442009
828,2589,0.01575835418494799
829,36665,0.01567956241402325
830,7716,0.015601164601953134
831,22266,0.015523158778943369
832,10869,0.015445542985048652
833,5309,0.015368315270123408
834,5378,0.01529147369377279
835,9640,0.015215016325303928
836,11811,0.015138941243677408
837,7047,0.01506324653745902
838,23079,0.014987930304771725
839,21373,0.014912990653247866
840,13629,0.014838425699981627
841,11831,0.01476423357148172
842,10761,0.014690412403624311
843,6832,0.01461696034160619
844,9620,0.014543875539898159
845,19001,0.014471156162198668
846,18593,0.014398800381387675
847,27277,0.014326806379480736
848,12759,0.014255172347583332
849,14108,0.014183896485845416
850,39994,0.014112977003416188
851,42457,0.014042412118399107
852,13550,0.013972200057807112
853,11343,0.013902339057518077
854,75276,0.013832827362230486
855,22954,0.013763663225419333
856,34978,0.013694844909292236
857,3527,0.013626370684745774
858,98984,0.013558238831322046
859,13729,0.013490447637165436
860,23182,0.013422995398979608
861,34141,0.01335588042198471
862,8746,0.013289101019874787
863,5773,0.013222655514775413
864,43927,0.013156542237201536
865,22477,0.013090759526015528
866,12163,0.01302530572838545
867,27318,0.012960179199743523
868,54363,0.012895378303744804
869,38295,0.01283090141222608
870,83890,0.012766746905164949
871,11570,0.012702913170639124
872,28299,0.012639398604785928
873,26799,0.012576201611761997
874,87640,0.012513320603703188
875,60426,0.012450754000684672
876,53331,0.012388500230681249
877,50010,0.012326557729527843
878,9577,0.012264924940880204
879,24643,0.012203600316175803
880,34181,0.012142582314594924
881,2902,0.01208186940302195
882,9675,0.01202146005600684
883,16600,0.011961352755726806
884,13634,0.01190154599194817
885,5524,0.01184203826198843
886,6959,0.011782828070678488
887,46144,0.011723913930325095
888,9091,0.01166529436067347
889,64663,0.011606967888870102
890,-122,0.01154893304942575
891,3404,0.011491188384178622
892,24425,0.011433732442257729
893,23013,0.01137656378004644
894,42724,0.011319680961146208
895,31099,0.011263082556340478
896,2958,0.011206767143558775
897,24629,0.011150733307840981
898,52760,0.011094979641301777
899,28404,0.011039504743095268
900,46353,0.01098430721937979
901,16999,0.010929385683282892
902,4909,0.010874738754866477
903,41828,0.010820365061092144
904,2245,0.010766263235786683
905,110869,0.01071243191960775
906,5562,0.010658869760009713
907,1669,0.010605575411209664
908,12057,0.010552547534153616
909,7327,0.010499784796482848
910,3852,0.010447285872500434
911,30814,0.01039504944313793
912,3510,0.010343074195922241
913,3297,0.01029135882494263
914,5763,0.010239902030817916
915,3821,0.010188702520663827
916,27602,0.010137759008060509
917,6245,0.010087070213020206
918,7115,0.010036634861955105
919,4095,0.01
920,3629,0.01
921,5497,0.01
922,5743,0.01
923,9303,0.01
924,2754,0.01
925,82145,0.01
926,32768,0.01
927,44111,0.01
928,31815,0.01
929,29527,0.01
930,76733,0.01
931,14663,0.01
932,121331,0.01
933,81356,0.01
934,93728,0.01
935,150205,0.01
936,58919,0.01
937,46524,0.01
938,28291,0.01
939,26789,0.01
940,89747,0.01
941,21150,0.01
942,7836,0.01
943,27171,0.01
944,18668,0.01
945,30468,0.01
946,36750,0.01
947,41440,0.01
948,36719,0.01
949,8750,0.01
950,48360,0.01
951,15794,0.01
952,7323,0.01
953,18823,0.01
954,10424,0.01
955,14705,0.01
956,22942,0.01
957,21712,0.01
958,45995,0.01
959,24402,0.01
960,11781,0.01
961,10612,0.01
962,8297,0.01
963,7627,0.01
964,69993,0.01
965,11259,0.01
966,8105,0.01
967,3588,0.01
968,39750,0.01
969,73864,0.01
970,52574,0.01
971,20828,0.01
972,20944,0.01
973,17090,0.01
974,33072,0.01
975,3956,0.01
976,4999,0.01
977,8169,0.01
978,41254,0.01
979,37118,0.01
980,78520,0.01
981,15021,0.01
982,34869,0.01
983,4686,0.01
984,11097,0.01
985,13813,0.01
986,37734,0.01
987,17590,0.01
988,13368,0.01
989,23043,0.01
990,9148,0.01
991,15069,0.01
992,6928,0.01
993,8312,0.01
994,22236,0.01
995,9430,0.01
996,16217,0.01
997,10576,0.01
998,13144,0.01
999,10171,0.01
1000,11343,0.01
